country_name,country_code,year,unodc_homicide_rate
Bangladesh,BGD,2000,2.4846835
Bangladesh,BGD,2001,2.6884823
Bangladesh,BGD,2002,2.5213473
Bangladesh,BGD,2003,2.46222
Bangladesh,BGD,2004,2.7305262
Bangladesh,BGD,2005,2.4821064
Bangladesh,BGD,2006,2.8455124
Bangladesh,BGD,2007,2.6103241
Bangladesh,BGD,2008,2.742278
Bangladesh,BGD,2009,2.7963784
Bangladesh,BGD,2010,2.6202023
Bangladesh,BGD,2011,2.5821812
Bangladesh,BGD,2012,2.6529937
Bangladesh,BGD,2013,2.8064523
Bangladesh,BGD,2014,2.8575964
Bangladesh,BGD,2015,2.5316348
Bangladesh,BGD,2016,2.2330432
Bangladesh,BGD,2017,2.1882265
Bangladesh,BGD,2018,2.3421767
Barbados,BRB,1990,13.148659
Barbados,BRB,1991,8.096463
Barbados,BRB,1992,8.452874
Barbados,BRB,1993,8.045145
Barbados,BRB,1994,7.644661
Barbados,BRB,1995,6.4875717
Barbados,BRB,1998,7.620906
Barbados,BRB,1999,8.761321
Barbados,BRB,2000,7.6317525
Barbados,BRB,2001,9.526513
Barbados,BRB,2002,9.464391
Barbados,BRB,2003,12.4164715
Barbados,BRB,2004,8.230515
Barbados,BRB,2005,10.792464
Barbados,BRB,2006,12.962891
Barbados,BRB,2007,9.2152815
Barbados,BRB,2008,8.433728
Barbados,BRB,2009,6.9312077
Barbados,BRB,2010,11.262754
Barbados,BRB,2011,9.777684
Barbados,BRB,2012,7.944031
Barbados,BRB,2013,8.643509
Barbados,BRB,2014,8.981563
Barbados,BRB,2015,11.111509
Barbados,BRB,2016,7.868454
Barbados,BRB,2017,10.7077465
Barbados,BRB,2018,9.9746895
Barbados,BRB,2019,17.069246
Barbados,BRB,2020,14.554594
Barbados,BRB,2021,11.341626
Barbados,BRB,2022,15.231051
Belarus,BLR,1990,4.9871097
Belarus,BLR,1991,4.5615563
Belarus,BLR,1992,5.81352
Belarus,BLR,1993,7.3818607
Belarus,BLR,1994,8.103469
Belarus,BLR,1995,9.414105
Belarus,BLR,1996,9.543461
Belarus,BLR,1997,10.086576
Belarus,BLR,1998,10.277188
Belarus,BLR,1999,9.701946
Belarus,BLR,2000,10.138807
Belarus,BLR,2001,9.750389
Belarus,BLR,2002,10.016763
Belarus,BLR,2007,6.7864785
Belarus,BLR,2008,5.7926254
Belarus,BLR,2009,5.1223598
Belarus,BLR,2010,4.225166
Belarus,BLR,2011,3.9376168
Belarus,BLR,2012,3.592912
Belarus,BLR,2013,3.5184283
Belarus,BLR,2014,3.589259
Belarus,BLR,2015,3.436175
Belarus,BLR,2016,3.2318976
Belarus,BLR,2017,2.527436
Belarus,BLR,2018,2.3839583
Belarus,BLR,2019,2.3846316
Belgium,BEL,1990,1.0407836
Belgium,BEL,1991,1.0224286
Belgium,BEL,1992,1.2039715
Belgium,BEL,1993,1.4349035
Belgium,BEL,1994,1.186239
Belgium,BEL,1995,1.4007723
Belgium,BEL,1996,1.1814548
Belgium,BEL,1997,1.4241567
Belgium,BEL,2000,2.0679462
Belgium,BEL,2001,2.7413228
Belgium,BEL,2002,3.0872045
Belgium,BEL,2021,1.0803015
Belize,BLZ,2000,17.02665
Belize,BLZ,2001,25.767126
Belize,BLZ,2002,33.983246
Belize,BLZ,2003,25.399954
Belize,BLZ,2004,29.077417
Belize,BLZ,2005,28.956442
Belize,BLZ,2006,31.957926
Belize,BLZ,2007,32.759205
Belize,BLZ,2008,33.841335
Belize,BLZ,2009,31.02868
Belize,BLZ,2010,40.28166
Belize,BLZ,2011,37.885963
Belize,BLZ,2012,43.35943
Belize,BLZ,2013,28.978973
Belize,BLZ,2014,35.25138
Belize,BLZ,2015,33.39573
Belize,BLZ,2016,37.838802
Belize,BLZ,2017,38.04915
Belize,BLZ,2018,37.60916
Belize,BLZ,2019,34.730457
Belize,BLZ,2020,26.099539
Belize,BLZ,2021,31.617834
Belize,BLZ,2022,28.058292
Bermuda,BMU,1990,1.7373629
Bermuda,BMU,1991,5.173841
Bermuda,BMU,1992,1.7121089
Bermuda,BMU,1993,5.100696
Bermuda,BMU,1994,10.136163
Bermuda,BMU,1996,6.6875095
Bermuda,BMU,1997,3.323529
Bermuda,BMU,1998,0.0
Bermuda,BMU,1999,3.2720103
Bermuda,BMU,2000,0.0
Bermuda,BMU,2001,4.8490725
Bermuda,BMU,2002,1.6092046
Bermuda,BMU,2003,3.2058475
Bermuda,BMU,2004,1.5985932
Bermuda,BMU,2005,3.189233
Bermuda,BMU,2006,4.7745233
Bermuda,BMU,2007,4.7611866
Bermuda,BMU,2008,7.898957
Bermuda,BMU,2009,9.439157
Bermuda,BMU,2010,10.984613
Bermuda,BMU,2011,12.552465
Bermuda,BMU,2012,9.427144
Bermuda,BMU,2013,7.864912
Bermuda,BMU,2014,6.296337
Bermuda,BMU,2015,6.3028355
Bermuda,BMU,2016,12.608651
Bermuda,BMU,2017,7.8642936
Bermuda,BMU,2018,7.8331847
Bermuda,BMU,2019,0.0
Bermuda,BMU,2020,10.872604
Bermuda,BMU,2021,10.8278675
Bermuda,BMU,2022,13.899936
Bermuda,BMU,2023,6.1825714
Bhutan,BTN,1990,3.393932
Bhutan,BTN,1991,2.000722
Bhutan,BTN,1992,4.6731076
Bhutan,BTN,1993,3.4254448
Bhutan,BTN,1994,3.6068692
Bhutan,BTN,1995,2.9197667
Bhutan,BTN,1996,2.1866546
Bhutan,BTN,1997,1.2529163
Bhutan,BTN,1998,1.9317393
Bhutan,BTN,1999,2.231457
Bhutan,BTN,2000,3.0157673
Bhutan,BTN,2001,3.1107025
Bhutan,BTN,2002,3.0428798
Bhutan,BTN,2003,0.78411263
Bhutan,BTN,2004,2.3057609
Bhutan,BTN,2005,1.6619691
Bhutan,BTN,2006,1.3416826
Bhutan,BTN,2007,2.0629463
Bhutan,BTN,2008,2.622563
Bhutan,BTN,2009,2.3055153
Bhutan,BTN,2010,2.2803977
Bhutan,BTN,2011,4.5110006
Bhutan,BTN,2012,4.600717
Bhutan,BTN,2013,3.3090987
Bhutan,BTN,2015,1.6202685
Bhutan,BTN,2016,1.2034241
Bhutan,BTN,2017,1.7233734
Bhutan,BTN,2018,1.1845862
Bhutan,BTN,2019,1.0459923
Bhutan,BTN,2020,2.4675133
Bolivia,BOL,2015,4.9297733
Bolivia,BOL,2016,5.7423873
Bolivia,BOL,2017,6.5846376
Bolivia,BOL,2018,4.987675
Bolivia,BOL,2019,4.2582774
Bolivia,BOL,2020,3.6221154
Bolivia,BOL,2021,3.501612
Bolivia,BOL,2022,4.0158467
Bolivia,BOL,2023,4.418433
Bosnia and Herzegovina,BIH,1990,1.6409465
Bosnia and Herzegovina,BIH,2000,2.3799384
Bosnia and Herzegovina,BIH,2001,1.9619863
Bosnia and Herzegovina,BIH,2002,2.1489959
Bosnia and Herzegovina,BIH,2004,1.6421206
Bosnia and Herzegovina,BIH,2007,1.6444811
Bosnia and Herzegovina,BIH,2008,1.6719254
Bosnia and Herzegovina,BIH,2009,1.8299941
Bosnia and Herzegovina,BIH,2010,1.4692488
Bosnia and Herzegovina,BIH,2011,1.3629813
Bosnia and Herzegovina,BIH,2012,1.7165681
Bosnia and Herzegovina,BIH,2013,1.2739351
Bosnia and Herzegovina,BIH,2014,1.4025918
Bosnia and Herzegovina,BIH,2015,1.6199899
Bosnia and Herzegovina,BIH,2016,1.2957087
Bosnia and Herzegovina,BIH,2017,1.2249603
Bosnia and Herzegovina,BIH,2018,1.1514615
Bosnia and Herzegovina,BIH,2019,1.2554053
Bosnia and Herzegovina,BIH,2020,1.3032873
Bosnia and Herzegovina,BIH,2021,0.98616064
Bosnia and Herzegovina,BIH,2022,1.0921111
Bosnia and Herzegovina,BIH,2023,1.2244617
Botswana,BWA,2001,12.439743
Botswana,BWA,2002,14.61517
Botswana,BWA,2003,17.570175
Botswana,BWA,2004,14.331991
Botswana,BWA,2005,15.816275
Botswana,BWA,2006,13.923591
Botswana,BWA,2007,14.650474
Botswana,BWA,2008,14.410475
Botswana,BWA,2009,14.517703
Botswana,BWA,2010,14.903273
Botswana,BWA,2020,9.34108
Botswana,BWA,2021,11.368176
Brazil,BRA,1990,19.646343
Brazil,BRA,1991,18.552387
Brazil,BRA,1992,16.83152
Brazil,BRA,1993,17.865892
Brazil,BRA,1994,18.743233
Brazil,BRA,1995,21.022089
Brazil,BRA,1996,23.6866
Brazil,BRA,1997,24.30493
Brazil,BRA,1998,24.799057
Brazil,BRA,1999,25.002106
Brazil,BRA,2000,26.074846
Brazil,BRA,2001,27.20061
Brazil,BRA,2002,27.848196
Brazil,BRA,2003,28.271088
Brazil,BRA,2004,26.491837
Brazil,BRA,2005,25.769392
Brazil,BRA,2006,26.340307
Brazil,BRA,2007,25.314459
Brazil,BRA,2008,26.33593
Brazil,BRA,2009,26.791449
Brazil,BRA,2010,26.994568
Brazil,BRA,2011,26.747099
Brazil,BRA,2012,28.641361
Brazil,BRA,2013,28.640411
Brazil,BRA,2014,29.853794
Brazil,BRA,2015,28.850302
Brazil,BRA,2016,30.119362
Brazil,BRA,2017,31.161175
Brazil,BRA,2018,27.160616
Brazil,BRA,2019,21.24456
Brazil,BRA,2020,22.870605
Brazil,BRA,2021,21.742752
Brazil,BRA,2022,21.096361
Brazil,BRA,2023,20.575377
British Virgin Islands,VGB,1990,6.367602
British Virgin Islands,VGB,1991,0.0
British Virgin Islands,VGB,1992,0.0
British Virgin Islands,VGB,1993,0.0
British Virgin Islands,VGB,1994,0.0
British Virgin Islands,VGB,1995,11.211077
British Virgin Islands,VGB,1996,10.93703
British Virgin Islands,VGB,1999,5.0682955
British Virgin Islands,VGB,2001,4.808617
British Virgin Islands,VGB,2002,4.6664643
British Virgin Islands,VGB,2003,9.036077
British Virgin Islands,VGB,2004,17.482136
British Virgin Islands,VGB,2006,8.165598
Brunei,BRN,1996,3.0173447
Brunei,BRN,1997,2.6200173
Brunei,BRN,1998,1.2804692
Brunei,BRN,1999,1.252303
Brunei,BRN,2000,1.2254001
Brunei,BRN,2003,0.86545867
Brunei,BRN,2004,0.5667159
Brunei,BRN,2005,0.5572342
Brunei,BRN,2006,0.8226785
Brunei,BRN,2007,0.80890334
Brunei,BRN,2008,0.26469523
Brunei,BRN,2009,0.7793169
Brunei,BRN,2010,0.25488618
Brunei,BRN,2011,0.25038278
Brunei,BRN,2012,0.9862991
Brunei,BRN,2013,0.48637897
Bulgaria,BGR,1990,2.5730062
Bulgaria,BGR,1991,4.312428
Bulgaria,BGR,1992,5.3977633
Bulgaria,BGR,1993,5.7874928
Bulgaria,BGR,1994,5.8453703
Bulgaria,BGR,1995,5.910806
Bulgaria,BGR,1996,5.282583
Bulgaria,BGR,1997,4.843557
Bulgaria,BGR,1998,4.681628
Bulgaria,BGR,1999,4.053319
Bulgaria,BGR,2000,4.1497307
Bulgaria,BGR,2001,3.8847432
Bulgaria,BGR,2002,3.2434733
Bulgaria,BGR,2003,3.1648774
Bulgaria,BGR,2004,3.1486187
Bulgaria,BGR,2005,2.5860782
Bulgaria,BGR,2006,2.4344614
Bulgaria,BGR,2007,2.3329723
Bulgaria,BGR,2008,2.2825017
Bulgaria,BGR,2009,2.003202
Bulgaria,BGR,2010,1.9898896
Bulgaria,BGR,2011,1.7344115
Bulgaria,BGR,2012,1.9270157
Bulgaria,BGR,2013,1.5004269
Bulgaria,BGR,2014,1.5505058
Bulgaria,BGR,2015,1.7554817
Bulgaria,BGR,2016,1.1083933
Bulgaria,BGR,2017,1.4556997
Bulgaria,BGR,2018,1.309656
Bulgaria,BGR,2019,1.1898842
Bulgaria,BGR,2020,0.9951466
Bulgaria,BGR,2021,1.2941265
Bulgaria,BGR,2022,1.1134121
Bulgaria,BGR,2023,1.0889074
Burundi,BDI,2012,4.964737
Burundi,BDI,2013,4.981158
Burundi,BDI,2014,5.222326
Burundi,BDI,2015,4.1728597
Burundi,BDI,2016,5.649742
Cambodia,KHM,1992,5.2877555
Cambodia,KHM,1993,6.9518743
Cambodia,KHM,1994,3.2795184
Cambodia,KHM,1995,3.9626703
Cambodia,KHM,1996,5.0179286
Cambodia,KHM,1997,2.7396119
Cambodia,KHM,1998,6.5764527
