country_code,year,odin_coverage,odin_openness,odin_overall
BGD,2018,0.7526315789473684,0.6818181818181819,0.7172248803827752
BGD,2020,0.7220207709910227,0.6347826086956522,0.6784016898433374
BGD,2022,0.7163527547966907,0.6695652173913043,0.6929589860939975
BGD,2024,0.467156862745098,0.4045454545454546,0.4358511586452763
BGR,2016,1.1340336134453781,1.0857142857142856,1.109873949579832
BGR,2017,1.1260765550239236,1.5727272727272728,1.3494019138755982
BGR,2018,1.0695988222304011,1.3545454545454545,1.2120721383879278
BGR,2020,1.134518570674177,1.408695652173913,1.271607111424045
BGR,2022,1.0776623833832073,1.434782608695652,1.2562224960394297
BGR,2024,0.5927361853832442,0.7863636363636364,0.6895499108734403
BHR,2016,0.8452380952380952,0.8380952380952381,0.8416666666666667
BHR,2020,0.9406354515050167,1.365217391304348,1.1529264214046824
BHR,2022,0.8971571906354515,1.3913043478260867,1.1442307692307692
BHR,2024,0.5378787878787878,0.6681818181818182,0.603030303030303
BHS,2016,0.61890756302521,0.5047619047619047,0.5618347338935574
BHS,2017,0.5181818181818182,0.5909090909090909,0.5545454545454546
BHS,2018,0.5818181818181818,0.6272727272727272,0.6045454545454545
BHS,2020,0.5929589860939976,0.7043478260869566,0.6486534060904771
BHS,2022,0.5581763773983454,0.6521739130434783,0.6051751452209118
BHS,2024,0.31631016042780746,0.33181818181818185,0.3240641711229947
BIH,2016,0.638095238095238,0.6095238095238095,0.6238095238095238
BIH,2017,0.6272727272727272,0.6272727272727272,0.6272727272727272
BIH,2018,0.6468899521531102,0.6090909090909091,0.6279904306220097
BIH,2020,0.740045766590389,0.7043478260869567,0.7221967963386728
BIH,2022,0.797254004576659,0.7826086956521737,0.7899313501144163
BIH,2024,0.42032085561497323,0.45909090909090916,0.43970588235294117
BLR,2016,1.1109243697478992,0.7142857142857142,0.9126050420168067
BLR,2017,1.0504186602870813,0.7727272727272727,0.911572966507177
BLR,2018,1.1025395656974606,0.7363636363636363,0.9194516010305485
BLR,2020,1.225946136243619,1.1826086956521737,1.2042774159478964
BLR,2022,1.1786305227952825,1.1652173913043478,1.171923957049815
BLZ,2016,0.5467787114845939,0.5714285714285714,0.5591036414565826
BLZ,2017,0.6316387559808613,0.6818181818181819,0.6567284688995216
BLZ,2018,0.740264998159735,0.7181818181818181,0.7292234081707766
BLZ,2020,0.7295194508009154,0.7304347826086957,0.7299771167048055
BLZ,2022,0.7643020594965676,0.8521739130434783,0.808237986270023
BLZ,2024,0.45641711229946524,0.5272727272727273,0.4918449197860963
BOL,2016,0.7673669467787115,0.7428571428571428,0.7551120448179272
BOL,2017,0.5790669856459331,0.9454545454545453,0.7622607655502391
BOL,2018,0.7206477732793523,1.0636363636363637,0.892142068457858
BOL,2020,0.7275127618377046,0.8956521739130434,0.811582467875374
BOL,2022,0.9105791233937687,0.9652173913043478,0.9378982573490582
BOL,2024,0.5636363636363636,0.5272727272727273,0.5454545454545454
BRA,2016,0.8057422969187675,0.7904761904761904,0.798109243697479
BRA,2017,0.7120813397129186,0.7,0.7060406698564593
BRA,2018,1.0082075818917922,0.9545454545454547,0.9813765182186234
BRA,2020,1.073789825734906,1.1478260869565218,1.1108079563457138
BRA,2022,1.154374229889104,1.173913043478261,1.1641436366836824
BRA,2024,0.651693404634581,0.6590909090909091,0.655392156862745
BRB,2022,0.33695652173913043,0.41739130434782606,0.37717391304347825
BRB,2024,0.2831439393939394,0.39545454545454545,0.3392992424242424
BRN,2020,0.7620137299771168,1.0956521739130434,0.9288329519450801
BRN,2022,0.7272311212814645,1.2,0.9636155606407322
BRN,2024,0.4585561497326204,0.6590909090909092,0.5588235294117647
BTN,2016,0.857703081232493,0.8476190476190476,0.8526610644257703
BTN,2017,0.8052631578947368,0.6454545454545454,0.7253588516746411
BTN,2018,0.8263157894736842,0.5545454545454545,0.6904306220095693
BTN,2020,0.7903890160183067,0.6347826086956522,0.7125858123569795
BTN,2022,0.8077803203661327,0.834782608695652,0.8212814645308923
BTN,2024,0.4192513368983957,0.4818181818181818,0.4505347593582888
BWA,2016,0.6347338935574229,0.619047619047619,0.626890756302521
BWA,2017,0.6602870813397128,0.9636363636363636,0.8119617224880382
BWA,2018,0.6980861244019139,0.9454545454545455,0.8217703349282297
BWA,2020,0.6645308924485126,0.9913043478260871,0.8279176201372999
BWA,2022,0.774194684034501,1.1391304347826088,0.9566625594085549
BWA,2024,0.3676470588235294,0.5909090909090909,0.47927807486631013
CAF,2022,0.4439359267734554,0.5304347826086957,0.48718535469107555
CAF,2024,0.3513814616755793,0.75,0.5506907308377896
CAN,2016,1.2016806722689073,1.619047619047619,1.4103641456582632
CAN,2017,1.1644736842105263,1.6272727272727274,1.3958732057416268
CAN,2018,1.414206845785793,1.5363636363636364,1.4752852410747148
CAN,2020,1.2984685794754445,1.5217391304347827,1.4101038549551137
CAN,2022,1.3967963386727689,1.5043478260869565,1.4505720823798627
CAN,2024,0.7301693404634582,0.8045454545454545,0.7673573975044563
CHE,2016,1.0627450980392157,1.1238095238095238,1.0932773109243699
CHE,2017,0.8043660287081339,1.0363636363636364,0.9203648325358851
CHE,2018,1.0830695620169304,1.1545454545454545,1.1188075082811926
CHE,2020,1.1276183770462946,1.3565217391304347,1.2420700580883648
CHE,2022,1.1018834712198555,1.2347826086956522,1.1683330399577538
CHE,2024,0.611319073083779,0.6272727272727273,0.6192959001782532
CHL,2016,0.8173669467787116,0.8476190476190475,0.8324929971988795
CHL,2017,0.6205741626794258,0.4727272727272728,0.5466507177033493
CHL,2018,0.6856459330143541,0.5909090909090908,0.6382775119617224
CHL,2020,0.6606231297306813,0.6260869565217391,0.6433550431262102
CHL,2022,0.9134307340256997,1.0521739130434784,0.9828023235345891
CHL,2024,0.6309269162210338,0.6318181818181818,0.6313725490196078
CHN,2016,0.7703081232492999,0.8666666666666668,0.8184873949579834
CHN,2017,0.7354066985645933,0.7181818181818181,0.7267942583732057
CHN,2018,0.8186602870813398,0.7272727272727273,0.7729665071770335
CHN,2020,0.6965675057208237,0.5043478260869565,0.60045766590389
CHN,2022,0.7052631578947368,0.5826086956521739,0.6439359267734553
CHN,2024,0.39064171122994656,0.30454545454545456,0.3475935828877006
CIV,2016,0.480672268907563,0.5142857142857143,0.49747899159663866
CIV,2017,0.36818181818181817,0.5636363636363636,0.4659090909090909
CIV,2018,0.3910563121089437,0.6090909090909091,0.5000736105999264
CIV,2020,0.5994719239570498,0.808695652173913,0.7040837880654814
CIV,2022,0.2471395881006865,0.4608695652173913,0.3540045766590389
CIV,2024,0.3680035650623886,0.7909090909090909,0.5794563279857398
CMR,2016,0.6560224089635854,0.8285714285714285,0.742296918767507
CMR,2017,0.6646531100478469,0.7,0.6823265550239235
CMR,2018,0.6521531100478468,0.6909090909090908,0.6715311004784688
CMR,2020,0.834324942791762,0.808695652173913,0.8215102974828374
CMR,2022,0.7176201372997711,0.8782608695652174,0.7979405034324942
CMR,2024,0.47085561497326206,0.75,0.6104278074866311
COD,2016,0.5675070028011204,0.419047619047619,0.4932773109243697
COD,2017,0.4688995215311005,0.509090909090909,0.48899521531100476
COD,2018,0.6430622009569379,0.6,0.6215311004784689
COD,2020,0.6897025171624714,1.017391304347826,0.8535469107551488
COD,2022,0.5157894736842106,0.7391304347826088,0.6274599542334096
COD,2024,0.3088235294117647,0.39090909090909093,0.3498663101604278
COG,2016,0.5152661064425771,0.5047619047619047,0.5100140056022409
COG,2017,0.46746411483253586,0.6454545454545455,0.5564593301435407
COG,2018,0.364666912035333,0.6545454545454545,0.5096061832903938
COG,2020,0.3537757437070938,0.7652173913043478,0.5594965675057209
COG,2024,0.2516488413547237,0.37272727272727274,0.3121880570409982
COK,2024,0.37049910873440284,0.4045454545454546,0.38752228163992875
COL,2016,0.8203081232492998,0.7333333333333334,0.7768207282913167
COL,2017,0.9433014354066984,1.0,0.9716507177033492
COL,2018,0.8849098270150902,0.9181818181818182,0.9015458225984543
COL,2020,0.8260165463826791,1.0173913043478262,0.9217039253652526
COL,2022,0.9928885759549374,1.0521739130434784,1.0225312444992078
COL,2024,0.6289661319073084,0.6318181818181818,0.6303921568627451
COM,2024,0.24928698752228162,0.509090909090909,0.37918894830659533
CPV,2016,0.46386554621848736,0.7238095238095238,0.5938375350140056
CPV,2017,0.3679425837320574,0.4545454545454545,0.41124401913875597
CPV,2018,0.46028708133971286,0.5727272727272728,0.5165071770334928
CPV,2020,0.7977116704805491,0.8608695652173914,0.8292906178489703
CPV,2022,0.748741418764302,0.8956521739130434,0.8221967963386727
CPV,2024,0.4360962566844919,0.46818181818181814,0.45213903743315503
CRI,2016,0.3918767507002801,0.29523809523809524,0.3435574229691877
CRI,2017,0.7852870813397128,1.1181818181818182,0.9517344497607655
CRI,2018,0.831726168568274,1.109090909090909,0.9704085388295914
CRI,2020,0.9714838936806901,1.191304347826087,1.0813941207533886
CRI,2022,0.8905474388311918,1.1739130434782608,1.0322302411547262
CRI,2024,0.620187165775401,0.6863636363636363,0.6532754010695186
CUB,2016,0.7750700280112045,0.8476190476190476,0.811344537815126
CUB,2017,0.7267942583732057,0.5818181818181818,0.6543062200956937
CUB,2018,0.7177033492822967,0.5727272727272728,0.6452153110047847
CUB,2020,0.9187819045942616,0.8347826086956521,0.8767822566449568
CUB,2022,0.8918500264038022,0.5304347826086956,0.7111424045062489
CUB,2024,0.4379679144385027,0.38636363636363635,0.4121657754010695
CYP,2016,0.8491596638655461,0.9047619047619048,0.8769607843137255
CYP,2017,0.7861244019138758,1.1,0.9430622009569379
CYP,2018,0.8861244019138755,1.481818181818182,1.1839712918660288
CYP,2020,0.7794050343249428,1.4,1.0897025171624715
CYP,2022,0.8315789473684211,1.4,1.1157894736842104
CYP,2024,0.43903743315508015,0.6272727272727273,0.5331550802139038
CZE,2016,1.3665266106442577,1.5904761904761906,1.4785014005602242
CZE,2017,1.1212320574162677,1.3363636363636364,1.228797846889952
CZE,2018,1.1767758557232244,1.3272727272727272,1.2520242914979758
CZE,2020,1.2142228480901252,1.2956521739130435,1.2549375110015843
CZE,2022,1.1970075690899489,1.2608695652173911,1.2289385671536701
CZE,2024,0.49875222816399295,0.6545454545454545,0.5766488413547237
DEU,2016,1.0365546218487396,1.361904761904762,1.1992296918767509
DEU,2017,0.8492822966507176,1.409090909090909,1.1291866028708133
DEU,2018,1.1235921972764076,1.7,1.4117960986382037
DEU,2020,1.1324766766414363,1.6434782608695653,1.3879774687555009
DEU,2022,1.2297834888223904,1.6086956521739133,1.419239570498152
DEU,2024,0.6268716577540108,0.859090909090909,0.7429812834224598
DJI,2016,0.5210084033613445,0.49523809523809526,0.5081232492997199
DJI,2017,0.42105263157894735,0.5818181818181818,0.5014354066985646
DJI,2018,0.43923444976076553,0.6272727272727272,0.5332535885167464
DJI,2020,0.4874141876430206,0.5913043478260869,0.5393592677345538
DJI,2022,0.5066361556064074,0.591304347826087,0.5489702517162471
DJI,2024,0.28663101604278074,0.3772727272727273,0.331951871657754
DMA,2020,0.4565217391304348,0.8695652173913043,0.6630434782608696
DMA,2022,0.42976588628762535,0.6347826086956522,0.5322742474916388
DMA,2024,0.24431818181818182,0.38636363636363635,0.31534090909090906
DNK,2016,1.1746498599439776,1.6952380952380952,1.4349439775910364
DNK,2017,1.1905502392344496,1.7909090909090906,1.49072966507177
DNK,2018,1.35933014354067,1.8272727272727274,1.5933014354066986
DNK,2020,1.3508537229361026,1.7565217391304349,1.5536877310332686
DNK,2022,1.3876430205949657,1.826086956521739,1.6068649885583524
DNK,2024,0.7867647058823529,0.9318181818181819,0.8592914438502675
DOM,2016,0.8756302521008404,0.9047619047619048,0.8901960784313726
DOM,2017,0.781578947368421,0.9090909090909092,0.8453349282296652
DOM,2018,0.8203901361796099,0.9272727272727274,0.8738314317261686
DOM,2020,0.9765182186234818,1.1652173913043478,1.0708678049639149
DOM,2022,1.0166167928181657,1.0347826086956522,1.0256997007569089
DOM,2024,0.5881461675579323,0.5863636363636363,0.5872549019607842
DZA,2016,0.45210084033613446,0.3904761904761905,0.42128851540616247
DZA,2017,0.5799043062200957,0.5454545454545455,0.5626794258373207
DZA,2018,0.6058152373941847,0.5818181818181818,0.5938167096061833
DZA,2020,0.631578947368421,0.5043478260869565,0.5679633867276888
DZA,2022,0.6073226544622425,0.4434782608695652,0.5254004576659039
DZA,2024,0.26122994652406417,0.2590909090909091,0.2601604278074866
ECU,2016,0.983893557422969,1.1238095238095238,1.0538515406162463
ECU,2017,0.8742822966507177,1.190909090909091,1.0325956937799043
ECU,2018,0.8388295914611703,1.209090909090909,1.0239602502760397
ECU,2020,1.066291145925013,1.3304347826086957,1.1983629642668543
ECU,2022,1.1029044182362262,1.3217391304347825,1.2123217743355044
ECU,2024,0.5535650623885917,0.6863636363636364,0.619964349376114
EGY,2016,0.7417366946778712,0.6,0.6708683473389356
EGY,2017,0.7904306220095695,0.6090909090909091,0.6997607655502394
EGY,2018,0.7904306220095695,0.5818181818181818,0.6861244019138757
EGY,2020,0.8201372997711669,0.6173913043478261,0.7187643020594965
EGY,2022,0.8719591621193453,0.5913043478260869,0.731631754972716
EGY,2024,0.5438948306595365,0.4136363636363637,0.4787655971479501
ESP,2016,1.0219887955182072,1.380952380952381,1.201470588235294
ESP,2017,0.9624401913875598,1.1545454545454545,1.0584928229665072
ESP,2018,1.1908722856091276,1.3727272727272728,1.2817997791682
ESP,2020,1.2135891568385848,1.426086956521739,1.3198380566801617
ESP,2022,1.2421404682274249,1.4260869565217391,1.3341137123745819
ESP,2024,0.7426916221033868,0.7772727272727272,0.7599821746880571
EST,2016,1.3663865546218488,1.4952380952380953,1.430812324929972
EST,2017,1.0518540669856458,1.4545454545454546,1.25319976076555
EST,2018,1.0184762605815236,1.5454545454545454,1.2819654030180345
EST,2020,1.0021123041718005,1.4260869565217391,1.21409963034677
EST,2022,1.0875198028516109,1.6956521739130435,1.3915859883823272
EST,2024,0.5675579322638147,0.8772727272727272,0.7224153297682709
ETH,2016,0.4704481792717087,0.4095238095238095,0.4399859943977591
ETH,2017,0.5674641148325359,0.5181818181818182,0.5428229665071771
ETH,2018,0.500956937799043,0.6,0.5504784688995215
ETH,2020,0.4106319309980638,0.3565217391304348,0.3835768350642493
ETH,2022,0.6835064249251893,0.8782608695652174,0.7808836472452034
ETH,2024,0.3974598930481284,0.4409090909090909,0.41918449197860963
FIN,2016,1.2974789915966387,1.4857142857142858,1.3915966386554621
FIN,2017,1.1004784688995215,1.6727272727272726,1.386602870813397
FIN,2018,1.34953993375046,1.618181818181818,1.4838608759661391
FIN,2020,1.4734025699700757,1.6434782608695653,1.5584404154198204
FIN,2022,1.4645308924485128,1.6956521739130435,1.580091533180778
FIN,2024,0.7791889483065954,0.9363636363636363,0.8577762923351158
FJI,2016,0.5971988795518207,0.43809523809523804,0.5176470588235293
FJI,2017,0.49234449760765553,0.6181818181818182,0.5552631578947369
FJI,2018,0.5287081339712919,0.5909090909090908,0.5598086124401913
FJI,2020,0.6817461714486887,0.7130434782608696,0.6973948248547791
FJI,2022,0.7531420524555537,0.7304347826086957,0.7417884175321247
FJI,2024,0.42090017825311943,0.39545454545454545,0.40817736185383247
FRA,2016,0.8417366946778712,1.0095238095238095,0.9256302521008404
FRA,2017,0.8264952153110048,1.309090909090909,1.0677930622009568
FRA,2018,0.9413691571586309,1.3909090909090909,1.1661391240338608
FRA,2020,1.019996479493047,1.3043478260869565,1.1621721527900017
FRA,2022,1.0489350466467173,1.460869565217391,1.2549023059320543
FRA,2024,0.4771390374331551,0.7,0.5885695187165776
FSM,2016,0.7023809523809523,0.48571428571428565,0.5940476190476189
FSM,2017,0.4066985645933014,0.41818181818181815,0.4124401913875598
FSM,2018,0.4102870813397129,0.509090909090909,0.459688995215311
FSM,2020,0.5693979933110368,0.6608695652173913,0.615133779264214
FSM,2022,0.4573578595317726,0.5217391304347826,0.48954849498327757
FSM,2024,0.240530303030303,0.2590909090909091,0.24981060606060607
GAB,2016,0.32549019607843144,0.3904761904761905,0.357983193277311
GAB,2017,0.22870813397129183,0.4,0.31435406698564594
GAB,2018,0.15454545454545454,0.39090909090909093,0.2727272727272727
GAB,2020,0.36018306636155606,0.5217391304347826,0.4409610983981693
GAB,2022,0.46435486710086255,0.8,0.6321774335504313
GAB,2024,0.26898395721925134,0.42727272727272725,0.3481283422459893
GBR,2016,0.7995798319327732,0.9904761904761905,0.8950280112044818
GBR,2017,0.8096889952153109,1.1272727272727274,0.9684808612440192
GBR,2018,0.8595509753404491,1.1272727272727274,0.9934118513065883
GBR,2020,0.8726984685794754,1.1652173913043478,1.0189579299419116
GBR,2022,0.8795634571378279,1.391304347826087,1.1354339024819575
GBR,2024,0.5176916221033868,0.8,0.6588458110516935
GEO,2016,1.0556022408963588,1.0476190476190477,1.0516106442577033
GEO,2017,0.8966507177033491,1.1454545454545455,1.0210526315789474
GEO,2018,0.9302171512697827,1.1818181818181817,1.0560176665439822
GEO,2020,1.0146453089244851,1.4260869565217393,1.2203661327231123
GEO,2022,1.0443935926773453,1.5217391304347827,1.283066361556064
GEO,2024,0.5643048128342245,0.75,0.6571524064171123
GHA,2016,0.6747899159663866,0.41904761904761906,0.5469187675070029
GHA,2017,0.695334928229665,0.6454545454545455,0.6703947368421053
GHA,2018,0.8613176297386824,0.6818181818181819,0.7715679057784322
GHA,2020,0.8005632811124801,0.6869565217391305,0.7437599014258053
GHA,2022,0.8378102446752331,0.7043478260869566,0.7710790353810948
GHA,2024,0.5538324420677362,0.4909090909090909,0.5223707664884135
GIN,2016,0.734453781512605,0.8095238095238095,0.7719887955182072
GIN,2017,0.6680023923444975,0.7,0.6840011961722487
GIN,2018,0.7191387559808613,0.6636363636363637,0.6913875598086126
GIN,2020,0.8808308396409081,0.6782608695652174,0.7795458546030627
GIN,2022,0.9330047526843865,0.7304347826086957,0.8317197676465411
GIN,2024,0.4328877005347594,0.41818181818181815,0.42553475935828877
GMB,2016,0.32857142857142857,0.3142857142857143,0.3214285714285714
GMB,2017,0.49264354066985644,0.5363636363636364,0.5145035885167464
GMB,2018,0.5868237026131763,0.7000000000000001,0.6434118513065882
GMB,2020,0.7939095229713078,0.9391304347826086,0.8665199788769582
GMB,2022,0.7852138707973949,0.9391304347826086,0.8621721527900017
GMB,2024,0.4308377896613191,0.47727272727272724,0.45405525846702316
GNB,2016,0.3378151260504202,0.7238095238095238,0.530812324929972
GNB,2017,0.38181818181818183,0.6636363636363637,0.5227272727272727
GNB,2018,0.36650717703349284,0.6363636363636364,0.5014354066985646
GNB,2020,0.3011441647597254,0.41739130434782606,0.3592677345537757
GNB,2024,0.3088235294117647,0.39545454545454545,0.3521390374331551
GNQ,2020,0.5355747227600773,0.5043478260869565,0.5199612744235169
GNQ,2022,0.5924309100510474,0.5652173913043479,0.5788241506776977
GNQ,2024,0.2716577540106952,0.39090909090909093,0.33128342245989306
GRC,2016,0.8061624649859944,0.9333333333333333,0.8697478991596639
GRC,2017,0.7202751196172248,1.018181818181818,0.8692284688995214
GRC,2018,0.8757453073242548,1.2,1.0378726536621274
GRC,2020,0.9644428797746875,1.2608695652173914,1.1126562224960395
GRC,2022,0.9731385319486007,1.2608695652173911,1.117004048582996
GRC,2024,0.44006238859180036,0.5727272727272726,0.5063948306595365
GRD,2022,0.2608695652173913,0.2956521739130435,0.2782608695652174
GRD,2024,0.3390151515151515,0.35909090909090907,0.34905303030303025
GRL,2020,0.8062665023763422,1.173913043478261,0.9900897729273016
GRL,2022,0.7860235873965852,1.3565217391304347,1.07127266326351
GRL,2024,0.45904634581105175,0.75,0.6045231729055258
GTM,2016,0.4633053221288515,0.5047619047619047,0.4840336134453781
GTM,2017,0.5421052631578946,0.590909090909091,0.5665071770334928
GTM,2018,0.5904306220095694,0.6636363636363637,0.6270334928229666
GTM,2020,0.5833480021123042,0.6521739130434783,0.6177609575778913
GTM,2022,0.6023939447280408,0.6695652173913043,0.6359795810596724
GTM,2024,0.5060160427807487,0.5409090909090909,0.5234625668449198
GUY,2016,0.4873949579831932,0.5904761904761904,0.5389355742296917
GUY,2017,0.41052631578947374,0.40909090909090906,0.4098086124401914
GUY,2018,0.4196172248803828,0.41818181818181815,0.41889952153110044
GUY,2020,0.3949656750572082,0.6956521739130433,0.5453089244851258
GUY,2022,0.4627002288329519,0.8,0.6313501144164759
GUY,2024,0.38395721925133686,0.5,0.44197860962566843
HKG,2016,0.8720238095238095,0.5428571428571429,0.7074404761904762
HKG,2017,1.0245215311004785,1.1363636363636365,1.0804425837320575
HKG,2018,1.1136363636363638,1.5636363636363637,1.3386363636363638
HKG,2020,1.2207357859531773,1.6,1.4103678929765886
HKG,2022,1.3411371237458194,1.6782608695652173,1.5096989966555183
HKG,2024,0.7376893939393939,0.9136363636363637,0.8256628787878788
HND,2016,0.6368347338935575,0.44761904761904764,0.5422268907563026
HND,2017,0.6302033492822967,0.6909090909090909,0.6605562200956938
HND,2018,0.7814869341185131,0.7363636363636363,0.7589252852410747
HND,2020,0.6696708325998942,0.7130434782608697,0.6913571554303819
HND,2022,0.7116000704101391,0.808695652173913,0.760147861292026
HND,2024,0.4711675579322637,0.47727272727272724,0.47422014260249545
HRV,2016,1.0824929971988795,1.019047619047619,1.0507703081232491
HRV,2017,0.737799043062201,0.8363636363636363,0.7870813397129186
HRV,2018,0.8531836584468163,0.9909090909090909,0.9220463746779536
HRV,2020,0.9474740362612218,1.2782608695652171,1.1128674529132194
HRV,2022,1.0237282168632285,1.165217391304348,1.094472804083788
